subject,pattern,pat_prblty,cue1,cue2,cue3,cue4,start_time,RT,trial_outcome,response,accuracy
6215,3,0.923,1,2,0,0,169474.599123346,169980.40359224,1,1,1
6215,1,0.895,1,2,3,0,169474.599123346,169982.715828189,1,1,1
6215,13,0.444,0,0,3,0,169474.599123346,169984.527828513,1,0,0
6215,2,0.778,1,2,0,4,169474.599123346,169986.623788125,1,0,0
6215,1,0.895,1,2,3,0,169474.599123346,169988.736566233,1,0,0
6215,12,0.077,0,0,3,4,169474.599123346,169990.698908393,0,0,1
6215,9,0.5,0,2,3,0,169474.599123346,169992.596079221,0,1,0
6215,5,0.833,1,0,3,0,169474.599123346,169994.525401426,1,0,0
6215,7,0.895,1,0,0,0,169474.599123346,169996.488471849,1,1,1
6215,3,0.923,1,2,0,0,169474.599123346,169998.417176673,1,1,1
6215,9,0.5,0,2,3,0,169474.599123346,170000.347086828,0,0,1
6215,8,0.105,0,2,3,4,169474.599123346,170002.474226229,0,0,1
6215,14,0.105,0,0,0,4,169474.599123346,170004.570882276,1,0,0
6215,3,0.923,1,2,0,0,169474.599123346,170006.468310803,1,1,1
6215,7,0.895,1,0,0,0,169474.599123346,170008.513332382,1,1,1
6215,5,0.833,1,0,3,0,169474.599123346,170011.140418224,0,1,0
6215,12,0.077,0,0,3,4,169474.599123346,170012.988259153,0,1,0
6215,5,0.833,1,0,3,0,169474.599123346,170015.449009778,1,1,1
6215,10,0.167,0,2,0,4,169474.599123346,170017.34567308,0,0,1
6215,4,0.222,1,0,3,4,169474.599123346,170020.189534572,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020230.2403833,1,1,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020233.5894702,0,1,0
6216,7,0.895,1,0,0,0,2020228.4695582,2020235.8404642,1,1,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020239.4073377,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020241.5405209,0,1,0
6216,9,0.5,0,2,3,0,2020228.4695582,2020244.3910483,1,0,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020246.6227007,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020248.9572134,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020251.0060482,1,0,0
6216,1,0.895,1,2,3,0,2020228.4695582,2020254.0405724,1,1,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020256.4071306,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020259.3561231,1,1,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020261.7227617,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020264.8404469,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020266.7907875,0,1,0
6216,6,0.5,1,0,0,4,2020228.4695582,2020276.1560832,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020279.3061535,0,1,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020283.3228628,0,1,0
6216,1,0.895,1,2,3,0,2020228.4695582,2020286.623845,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020289.2395342,0,1,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020291.4061779,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020293.7907463,0,1,0
6216,2,0.778,1,2,0,4,2020228.4695582,2020299.2894843,0,1,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020301.0562026,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020302.9062361,1,0,0
6216,6,0.5,1,0,0,4,2020228.4695582,2020306.6561984,0,1,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020309.0894173,0,0,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020311.1561565,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020313.2727245,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020318.0073076,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020320.7729916,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020325.7895244,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020328.7407327,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020332.6574354,1,1,1
6216,2,0.778,1,2,0,4,2020228.4695582,2020337.9395253,1,0,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020340.473912,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020343.7405914,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020346.1727838,0,1,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020350.4061639,1,0,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020353.3895747,0,0,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020356.2062427,1,1,1
6216,9,0.5,0,2,3,0,2020228.4695582,2020358.7729157,1,0,0
6216,2,0.778,1,2,0,4,2020228.4695582,2020369.9895665,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020372.4728598,0,0,1
6216,6,0.5,1,0,0,4,2020228.4695582,2020375.3562402,0,1,0
6216,2,0.778,1,2,0,4,2020228.4695582,2020379.7573686,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020382.3408677,0,0,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020384.5239531,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020387.922858,0,1,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020391.2897221,1,0,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020393.6409205,1,1,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020396.0407454,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020398.5397102,1,1,1
6216,2,0.778,1,2,0,4,2020228.4695582,2020401.3574267,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020404.0242325,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020409.6229165,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020411.5232213,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020413.9396598,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020417.6074092,1,1,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020421.5062522,1,0,0
6216,7,0.895,1,0,0,0,2020228.4695582,2020423.8239986,1,1,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020425.9229071,0,0,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020427.656284,0,0,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020430.9401842,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020433.8229034,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020438.1228515,0,0,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020440.6228326,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020443.2397399,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020445.8740148,1,1,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020448.9895414,1,0,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020451.2896269,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020454.1406577,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020456.1897165,1,0,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020464.6896818,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020467.1896016,0,0,1
6216,2,0.778,1,2,0,4,2020228.4695582,2020470.707617,1,0,0
6216,5,0.833,1,0,3,0,2020228.4695582,2020473.3563456,1,1,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020478.2228196,1,0,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020484.6397568,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020487.774103,1,1,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020489.8075141,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020491.9396967,0,0,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020495.9062335,1,1,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020498.4574843,1,0,0
6216,6,0.5,1,0,0,4,2020228.4695582,2020502.3240432,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020505.0228972,1,1,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020507.3741817,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020509.4241922,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020518.2229583,0,0,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020520.2728586,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020523.6229561,1,0,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020525.7730839,0,0,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020527.8064525,1,0,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020534.0230949,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020536.5410513,1,1,1
6216,9,0.5,0,2,3,0,2020228.4695582,2020540.2407355,1,0,0
6216,7,0.895,1,0,0,0,2020228.4695582,2020542.8397035,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020544.9575201,0,0,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020548.2740931,1,0,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020550.3730625,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020553.6076673,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020555.5575497,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020557.72313,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020560.8075376,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020566.8741891,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020569.4408539,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020575.273137,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020578.3063777,1,0,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020582.0576001,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020584.923118,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020588.8576913,1,1,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020591.439735,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020593.3731106,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020597.190996,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020600.7397693,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020603.1576673,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020606.7064779,0,0,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020608.806473,1,0,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020610.7064086,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020615.4064735,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020617.4898257,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020622.0732063,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020626.5065015,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020629.2897914,1,0,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020632.5397292,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020635.0065735,1,1,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020638.5742261,0,1,0
6216,1,0.895,1,2,3,0,2020228.4695582,2020647.0397108,0,1,0
6216,6,0.5,1,0,0,4,2020228.4695582,2020649.4230506,0,1,0
6216,11,0.556,0,2,0,0,2020228.4695582,2020651.8397638,1,0,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020654.3411347,0,0,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020657.5899372,1,0,0
6216,7,0.895,1,0,0,0,2020228.4695582,2020659.5897623,1,1,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020662.224414,1,1,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020665.0898758,0,0,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020667.0564947,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020669.5242104,1,1,1
6216,2,0.778,1,2,0,4,2020228.4695582,2020671.923207,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020678.8398598,1,1,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020680.6411839,1,1,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020682.707669,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020685.174227,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020687.8398756,1,1,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020689.9899528,0,0,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020693.574247,0,0,1
6216,6,0.5,1,0,0,4,2020228.4695582,2020696.0565456,1,1,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020700.374329,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020703.5576618,1,1,1
6216,9,0.5,0,2,3,0,2020228.4695582,2020706.7065427,0,1,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020709.4909769,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020712.256623,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020714.5578982,0,0,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020718.0731966,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020720.4076905,1,0,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020722.9744393,0,1,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020725.2577987,1,1,1
6216,2,0.778,1,2,0,4,2020228.4695582,2020728.139704,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020730.723221,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020732.8565472,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020739.8731858,0,1,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020744.1576385,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020747.9577102,0,1,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020749.9911719,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020753.1079061,1,1,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020755.4578622,0,1,0
6216,14,0.105,0,0,0,4,2020228.4695582,2020758.0244411,0,0,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020761.7231205,0,1,0
6216,10,0.167,0,2,0,4,2020228.4695582,2020764.1746152,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020767.4731687,0,0,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020771.2065422,1,0,0
6216,8,0.105,0,2,3,4,2020228.4695582,2020774.8564634,0,0,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020777.3761246,1,1,1
6216,11,0.556,0,2,0,0,2020228.4695582,2020779.8733452,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020785.4732711,0,0,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020793.5566405,1,1,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020796.3578531,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020800.8411223,1,1,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020803.3899383,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020805.3399104,0,0,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020809.5577045,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020811.9576736,1,1,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020815.6566234,1,1,1
6216,13,0.444,0,0,3,0,2020228.4695582,2020817.5898835,1,0,0
6216,2,0.778,1,2,0,4,2020228.4695582,2020822.2400473,1,1,1
6216,1,0.895,1,2,3,0,2020228.4695582,2020825.1899455,1,1,1
6216,12,0.077,0,0,3,4,2020228.4695582,2020827.2746354,0,0,1
6216,9,0.5,0,2,3,0,2020228.4695582,2020834.7079588,0,0,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020837.1238054,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020839.339917,1,1,1
6216,3,0.923,1,2,0,0,2020228.4695582,2020841.823264,1,1,1
6216,9,0.5,0,2,3,0,2020228.4695582,2020844.1231471,0,0,1
6216,8,0.105,0,2,3,4,2020228.4695582,2020846.7900435,0,0,1
6216,14,0.105,0,0,0,4,2020228.4695582,2020848.8399516,1,0,0
6216,3,0.923,1,2,0,0,2020228.4695582,2020851.4245182,1,1,1
6216,7,0.895,1,0,0,0,2020228.4695582,2020853.2243188,1,1,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020856.4079171,0,1,0
6216,12,0.077,0,0,3,4,2020228.4695582,2020858.5070945,0,0,1
6216,5,0.833,1,0,3,0,2020228.4695582,2020861.8065546,1,1,1
6216,10,0.167,0,2,0,4,2020228.4695582,2020876.4066905,0,0,1
6216,4,0.222,1,0,3,4,2020228.4695582,2020892.2400471,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387778.2547857,1,1,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387780.7370135,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387782.4715294,1,1,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387784.220337,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387785.9552698,0,0,1
6217,9,0.5,0,2,3,0,2387769.4671957,2387787.8703052,1,0,0
6217,8,0.105,0,2,3,4,2387769.4671957,2387789.7370551,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387791.8049391,1,0,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387793.8202413,1,1,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387796.3704708,1,1,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387798.4048053,0,1,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387800.3882185,1,1,1
6217,13,0.444,0,0,3,0,2387769.4671957,2387802.388188,1,1,1
6217,5,0.833,1,0,3,0,2387769.4671957,2387804.5703547,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387806.4714092,0,1,0
6217,6,0.5,1,0,0,4,2387769.4671957,2387808.8206345,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2387811.0202923,0,1,0
6217,8,0.105,0,2,3,4,2387769.4671957,2387813.7881538,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387817.3701964,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387819.5703862,0,1,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387821.6536549,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387824.3370553,0,0,1
6217,2,0.778,1,2,0,4,2387769.4671957,2387826.8037933,0,0,1
6217,10,0.167,0,2,0,4,2387769.4671957,2387828.8704004,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387831.0369259,1,1,1
6217,6,0.5,1,0,0,4,2387769.4671957,2387833.1549645,0,1,0
6217,14,0.105,0,0,0,4,2387769.4671957,2387835.3216629,0,1,0
6217,11,0.556,0,2,0,0,2387769.4671957,2387837.2704237,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387839.1383637,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2387841.2039266,0,1,0
6217,12,0.077,0,0,3,4,2387769.4671957,2387842.9381013,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387845.2548506,1,0,0
6217,12,0.077,0,0,3,4,2387769.4671957,2387847.5702539,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387849.3037086,1,1,1
6217,2,0.778,1,2,0,4,2387769.4671957,2387851.5037429,1,0,0
6217,14,0.105,0,0,0,4,2387769.4671957,2387853.1715764,0,0,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387855.236957,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387857.0052075,0,1,0
6217,8,0.105,0,2,3,4,2387769.4671957,2387859.0201978,1,0,0
6217,14,0.105,0,0,0,4,2387769.4671957,2387861.2039787,0,0,1
6217,5,0.833,1,0,3,0,2387769.4671957,2387863.1540674,1,1,1
6217,9,0.5,0,2,3,0,2387769.4671957,2387865.0371074,1,0,0
6217,2,0.778,1,2,0,4,2387769.4671957,2387866.9883113,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387869.1036558,0,1,0
6217,6,0.5,1,0,0,4,2387769.4671957,2387871.0384453,0,1,0
6217,2,0.778,1,2,0,4,2387769.4671957,2387873.7869982,0,1,0
6217,14,0.105,0,0,0,4,2387769.4671957,2387875.770395,0,0,1
6217,13,0.444,0,0,3,0,2387769.4671957,2387877.4383017,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387879.7548502,0,0,1
6217,10,0.167,0,2,0,4,2387769.4671957,2387881.5703158,1,0,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387883.7370127,1,1,1
6217,10,0.167,0,2,0,4,2387769.4671957,2387886.3370813,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387888.0883272,1,1,1
6217,2,0.778,1,2,0,4,2387769.4671957,2387890.6370426,1,0,0
6217,12,0.077,0,0,3,4,2387769.4671957,2387892.4702971,0,0,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387894.7870887,0,0,1
6217,14,0.105,0,0,0,4,2387769.4671957,2387896.5883295,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387899.2870886,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387900.9884188,1,1,1
6217,10,0.167,0,2,0,4,2387769.4671957,2387903.403939,1,0,0
6217,7,0.895,1,0,0,0,2387769.4671957,2387905.3382505,1,1,1
6217,14,0.105,0,0,0,4,2387769.4671957,2387907.2386882,0,0,1
6217,11,0.556,0,2,0,0,2387769.4671957,2387909.187094,0,0,1
6217,13,0.444,0,0,3,0,2387769.4671957,2387911.4704776,0,1,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387913.7203785,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2387916.4870031,0,0,1
6217,5,0.833,1,0,3,0,2387769.4671957,2387919.3549435,1,0,0
6217,12,0.077,0,0,3,4,2387769.4671957,2387922.3382585,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387924.5049877,1,1,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387926.9038262,1,0,0
6217,10,0.167,0,2,0,4,2387769.4671957,2387928.9381479,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387930.871791,0,1,0
6217,12,0.077,0,0,3,4,2387769.4671957,2387933.9050347,1,1,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387936.1715718,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387938.2215463,0,0,1
6217,2,0.778,1,2,0,4,2387769.4671957,2387940.1038057,1,1,1
6217,5,0.833,1,0,3,0,2387769.4671957,2387942.1538176,1,1,1
6217,1,0.895,1,2,3,0,2387769.4671957,2387944.2704818,1,0,0
6217,3,0.923,1,2,0,0,2387769.4671957,2387946.7384701,0,1,0
6217,1,0.895,1,2,3,0,2387769.4671957,2387949.2538609,1,1,1
6217,14,0.105,0,0,0,4,2387769.4671957,2387951.3039289,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387953.3538733,0,0,1
6217,5,0.833,1,0,3,0,2387769.4671957,2387955.8550064,1,1,1
6217,11,0.556,0,2,0,0,2387769.4671957,2387957.6051246,1,0,0
6217,6,0.5,1,0,0,4,2387769.4671957,2387959.6869928,1,0,0
6217,5,0.833,1,0,3,0,2387769.4671957,2387961.6203225,1,1,1
6217,10,0.167,0,2,0,4,2387769.4671957,2387963.703728,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387965.770449,0,0,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387968.0715969,0,0,1
6217,13,0.444,0,0,3,0,2387769.4671957,2387969.9550632,0,0,1
6217,8,0.105,0,2,3,4,2387769.4671957,2387971.9216417,1,0,0
6217,10,0.167,0,2,0,4,2387769.4671957,2387974.2872586,0,0,1
6217,11,0.556,0,2,0,0,2387769.4671957,2387976.4039949,1,0,0
6217,8,0.105,0,2,3,4,2387769.4671957,2387978.4871589,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387980.6216211,1,1,1
6217,9,0.5,0,2,3,0,2387769.4671957,2387983.0205418,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387984.7871833,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387986.7050045,0,0,1
6217,13,0.444,0,0,3,0,2387769.4671957,2387989.5205693,1,1,1
6217,14,0.105,0,0,0,4,2387769.4671957,2387991.5205182,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2387993.6039792,0,0,1
6217,14,0.105,0,0,0,4,2387769.4671957,2387995.4709854,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2387997.3206111,1,1,1
6217,3,0.923,1,2,0,0,2387769.4671957,2387999.5205679,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2388001.2549579,1,1,1
6217,3,0.923,1,2,0,0,2387769.4671957,2388003.3383608,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2388005.3371227,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2388007.4704057,1,0,0
6217,8,0.105,0,2,3,4,2387769.4671957,2388009.7051404,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2388011.771755,1,1,1
6217,3,0.923,1,2,0,0,2387769.4671957,2388013.6717997,1,1,1
6217,13,0.444,0,0,3,0,2387769.4671957,2388015.4038993,0,0,1
6217,14,0.105,0,0,0,4,2387769.4671957,2388017.1540785,0,0,1
6217,7,0.895,1,0,0,0,2387769.4671957,2388018.8885257,1,1,1
6217,3,0.923,1,2,0,0,2387769.4671957,2388021.3705424,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2388023.521843,0,0,1
6217,8,0.105,0,2,3,4,2387769.4671957,2388026.8038753,0,0,1
6217,13,0.444,0,0,3,0,2387769.4671957,2388029.0050284,1,1,1
6217,14,0.105,0,0,0,4,2387769.4671957,2388031.0715578,0,0,1
6217,1,0.895,1,2,3,0,2387769.4671957,2388033.3873479,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2388035.3039309,0,1,0
6217,1,0.895,1,2,3,0,2387769.4671957,2388037.7372439,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2388039.4705587,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2388041.7539236,1,0,0
6217,3,0.923,1,2,0,0,2387769.4671957,2388043.9370613,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2388045.6718594,1,1,1
6217,4,0.222,1,0,3,4,2387769.4671957,2388048.3716561,0,1,0
6217,1,0.895,1,2,3,0,2387769.4671957,2388050.5717293,0,1,0
6217,6,0.5,1,0,0,4,2387769.4671957,2388052.9051503,0,0,1
6217,11,0.556,0,2,0,0,2387769.4671957,2388055.2538487,1,1,1
6217,12,0.077,0,0,3,4,2387769.4671957,2388057.2551768,0,0,1
6217,11,0.556,0,2,0,0,2387769.4671957,2388059.52053,1,1,1
6217,7,0.895,1,0,0,0,2387769.4671957,2388061.5051201,1,1,1
6217,1,0.895,1,2,3,0,2387769.4671957,2388063.6718044,1,1,1
6217,8,0.105,0,2,3,4,2387769.4671957,2388065.7551814,0,0,1
6217,12,0.077,0,0,3,4,2387769.4671957,2388067.5208467,0,0,1
6217,3,0.923,1,2,0,0,2387769.4671957,2388069.203911,1,1,1
6217,2,0.778,1,2,0,4,2387769.4671957,2388071.0204531,1,0,0
6217,5,0.833,1,0,3,0,2387769.4671957,2388072.988399,1,1,1
